1.02,-7.39,-7.82,0.01,-0.03,-0.00
1.03,-7.41,-7.85,0.01,-0.04,-0.00
1.07,-7.41,-7.87,0.02,-0.04,-0.00
1.04,-7.39,-7.83,0.00,-0.04,0.00
1.03,-7.38,-7.83,0.01,-0.04,-0.00
1.03,-7.38,-7.83,0.01,-0.04,-0.00
1.02,-7.38,-7.84,0.01,-0.04,-0.00
1.05,-7.40,-7.84,0.02,-0.04,-0.00
1.06,-7.39,-7.82,0.02,-0.03,-0.00
1.03,-7.35,-7.80,0.02,-0.03,-0.00
1.03,-7.32,-7.76,0.02,-0.04,0.00
1.02,-7.32,-7.78,0.01,-0.04,-0.00
1.03,-7.32,-7.76,0.00,-0.04,-0.00
1.04,-7.34,-7.76,0.00,-0.04,-0.00
1.00,-7.35,-7.82,0.01,-0.04,0.00
0.99,-7.35,-7.81,0.01,-0.04,0.00
1.00,-7.35,-7.80,0.01,-0.04,0.00
1.00,-7.34,-7.80,0.00,-0.04,0.00
0.98,-7.36,-7.79,0.01,-0.04,0.00
1.00,-7.35,-7.80,0.01,-0.04,0.00
1.01,-7.35,-7.80,0.01,-0.04,0.00
1.00,-7.35,-7.79,0.01,-0.04,0.00
1.01,-7.37,-7.82,0.01,-0.04,0.00
1.01,-7.36,-7.80,0.01,-0.04,0.00
1.02,-7.35,-7.81,0.01,-0.04,0.00
1.00,-7.35,-7.82,0.01,-0.04,0.00
1.00,-7.35,-7.80,0.01,-0.04,0.00
1.01,-7.36,-7.80,0.01,-0.04,0.00
1.01,-7.38,-7.80,0.01,-0.04,0.00
1.02,-7.35,-7.80,0.00,-0.04,0.00
1.01,-7.35,-7.78,0.01,-0.04,0.00
1.02,-7.36,-7.78,0.00,-0.04,0.00
1.02,-7.35,-7.80,0.00,-0.04,0.00
1.00,-7.38,-7.82,0.01,-0.04,0.00
1.00,-7.39,-7.81,0.01,-0.04,0.00
1.00,-7.38,-7.82,0.01,-0.04,0.00
0.99,-7.38,-7.83,0.01,-0.04,0.00
1.00,-7.37,-7.79,0.01,-0.04,0.00
1.01,-7.38,-7.79,0.01,-0.04,0.00
1.01,-7.38,-7.79,0.01,-0.04,0.00
1.01,-7.39,-7.80,0.01,-0.04,0.00
1.02,-7.35,-7.84,0.01,-0.04,-0.00
1.02,-7.35,-7.84,0.01,-0.04,0.00
1.02,-7.35,-7.84,0.01,-0.04,0.00
