1.04,-7.37,-7.84,0.00,-0.05,0.01
0.99,-7.37,-7.81,0.01,-0.04,-0.00
1.05,-7.42,-7.81,0.01,-0.04,-0.00
1.11,-7.35,-7.78,0.01,-0.04,0.00
1.04,-7.38,-7.77,0.00,-0.04,0.01
1.04,-7.39,-7.79,0.00,-0.04,0.00
1.04,-7.38,-7.80,0.00,-0.04,0.00
1.04,-7.36,-7.79,0.00,-0.04,0.00
1.05,-7.37,-7.75,0.01,-0.04,0.00
1.04,-7.36,-7.72,0.01,-0.04,0.00
1.03,-7.35,-7.75,0.01,-0.04,0.00
1.02,-7.34,-7.78,0.01,-0.04,0.00
1.02,-7.34,-7.77,0.01,-0.04,0.00
1.02,-7.34,-7.76,0.01,-0.04,0.00
1.02,-7.34,-7.78,0.01,-0.04,0.00
1.03,-7.37,-7.78,-0.00,-0.05,0.01
1.04,-7.37,-7.82,-0.00,-0.05,0.01
1.04,-7.38,-7.82,-0.00,-0.05,0.01
1.03,-7.38,-7.83,-0.00,-0.05,0.01
1.01,-7.37,-7.84,0.00,-0.04,0.00
1.01,-7.38,-7.84,0.00,-0.04,0.00
1.02,-7.39,-7.83,0.01,-0.04,0.00
1.02,-7.40,-7.84,0.01,-0.04,0.00
1.01,-7.39,-7.86,0.00,-0.04,0.00
1.02,-7.37,-7.85,0.00,-0.04,-0.00
1.02,-7.35,-7.84,0.01,-0.04,-0.00
1.02,-7.36,-7.83,0.01,-0.04,-0.00
1.03,-7.35,-7.81,0.00,-0.05,0.00
1.03,-7.35,-7.81,-0.00,-0.05,0.00
1.01,-7.35,-7.83,-0.00,-0.05,0.00
1.02,-7.31,-7.79,-0.02,-0.05,0.01
1.02,-7.35,-7.81,-0.03,-0.06,0.01
1.03,-7.37,-7.84,-0.03,-0.05,0.01
1.05,-7.39,-7.86,-0.03,-0.05,0.01
1.02,-7.40,-7.92,-0.02,-0.05,0.01
1.02,-7.42,-7.94,-0.01,-0.05,0.01
0.98,-7.46,-7.96,0.00,-0.04,0.00
0.99,-7.49,-8.01,0.01,-0.04,-0.00
1.02,-7.39,-7.85,0.01,-0.04,-0.00
1.04,-7.39,-7.83,0.01,-0.04,-0.00
1.04,-7.37,-7.82,0.01,-0.04,-0.00
1.01,-7.39,-7.88,0.01,-0.04,0.00
1.00,-7.40,-7.85,0.01,-0.04,0.00
1.02,-7.39,-7.86,0.01,-0.04,0.00
